code,LISA_Cluster,LISA_P_Value
E01003977,3,0.031
E01003978,0,0.137
E01003979,3,0.018
E01003980,3,0.012
E01003981,0,0.144
E01003983,3,0.04
E01003984,3,0.018
E01003986,3,0.002
E01003987,3,0.03
E01003988,3,0.045
E01003989,3,0.022
E01003990,3,0.023
E01003991,3,0.021
E01003992,3,0.039
E01003993,3,0.021
E01003994,3,0.048
E01003995,4,0.011
E01003997,0,0.067
E01003998,4,0.029
E01003999,0,0.067
E01004000,3,0.007
E01004001,3,0.001
E01004002,3,0.001
E01004003,3,0.003
E01004004,3,0.002
E01004005,3,0.035
E01004006,3,0.016
E01004007,3,0.036
E01004008,0,0.078
E01004010,3,0.037
E01004011,3,0.019
E01004012,3,0.002
E01004013,3,0.033
E01004014,3,0.029
E01004015,3,0.032
E01004016,3,0.001
E01004017,3,0.001
E01004018,3,0.007
E01004019,3,0.004
E01004020,3,0.001
E01004021,0,0.333
E01004022,3,0.027
E01004023,3,0.003
E01004024,3,0.001
E01004027,2,0.002
E01004028,0,0.074
E01004029,3,0.001
E01004030,3,0.001
E01004031,3,0.001
E01004032,3,0.006
E01004033,3,0.001
E01004034,3,0.001
E01004035,3,0.001
E01004036,3,0.001
E01004037,3,0.011
E01004038,0,0.069
E01004039,0,0.144
E01004040,0,0.051
E01004041,3,0.032
E01004042,3,0.02
E01004043,0,0.123
E01004044,0,0.075
E01004045,0,0.118
E01004046,0,0.379
E01004047,3,0.046
E01004048,0,0.163
E01004049,3,0.049
E01004050,0,0.255
E01004051,3,0.03
E01004052,0,0.079
E01004053,3,0.001
E01004054,3,0.004
E01004055,3,0.004
E01004056,3,0.002
E01004057,3,0.001
E01004058,3,0.001
E01004059,3,0.001
E01004060,3,0.001
E01004061,0,0.106
E01004062,0,0.284
E01004063,0,0.413
E01004064,3,0.03
E01004065,0,0.223
E01004066,0,0.105
E01004067,3,0.039
E01004068,3,0.002
E01004069,0,0.09
E01004070,0,0.248
E01004071,0,0.446
E01004072,0,0.314
E01004073,0,0.162
E01004074,0,0.061
E01004075,0,0.088
E01004076,1,0.008
E01004077,1,0.002
E01004078,1,0.048
E01004079,1,0.002
E01004080,0,0.052
E01004081,1,0.002
E01004082,1,0.015
E01004083,0,0.191
E01004084,1,0.002
E01004085,1,0.04
E01004086,1,0.002
E01004087,1,0.005
E01004088,0,0.192
E01004089,0,0.189
E01004090,0,0.126
E01004092,0,0.154
E01004093,0,0.248
E01004095,1,0.017
E01004096,0,0.171
E01004097,1,0.002
E01004098,1,0.011
E01004099,1,0.019
E01004100,1,0.005
E01004101,1,0.002
E01004102,1,0.004
E01004103,1,0.002
E01004104,1,0.002
E01004105,1,0.002
E01004106,1,0.015
E01004107,1,0.009
E01004110,1,0.004
E01004115,1,0.002
E01004118,1,0.001
E01004119,1,0.002
E01004122,1,0.006
E01004123,1,0.004
E01004124,0,0.059
E01004125,1,0.003
E01004126,1,0.008
E01004127,1,0.002
E01004128,1,0.002
E01004129,0,0.128
E01004130,1,0.002
E01004131,1,0.002
E01004132,1,0.002
E01004133,1,0.002
E01004134,1,0.002
E01004135,1,0.012
E01004136,1,0.002
E01004137,0,0.116
E01004138,1,0.002
E01004139,1,0.024
E01004140,0,0.113
E01004141,0,0.063
E01004142,2,0.021
E01004143,0,0.063
E01004144,1,0.014
E01004145,1,0.036
E01004146,1,0.047
E01004147,1,0.002
E01004148,1,0.039
E01004149,1,0.034
E01004150,0,0.298
E01004151,0,0.152
E01004152,0,0.405
E01004153,0,0.155
E01004154,1,0.042
E01004155,0,0.213
E01004156,0,0.267
E01004157,1,0.02
E01004158,1,0.025
E01004159,1,0.005
E01004160,1,0.002
E01004161,1,0.002
E01004162,0,0.087
E01004163,1,0.002
E01004164,0,0.109
E01004165,1,0.002
E01004166,0,0.124
E01004167,1,0.002
E01004168,1,0.002
E01004169,0,0.054
E01004170,1,0.003
E01004171,1,0.019
E01004172,1,0.003
E01004173,1,0.004
E01004174,1,0.002
E01004175,0,0.114
E01004176,0,0.094
E01004177,2,0.008
E01004178,1,0.008
E01004179,1,0.004
E01004180,1,0.04
E01004181,1,0.007
E01004182,1,0.002
E01004183,1,0.035
E01004184,0,0.17
E01004185,0,0.112
E01004186,0,0.204
E01004187,1,0.01
E01004188,0,0.093
E01004189,0,0.154
E01004190,1,0.014
E01004191,1,0.002
E01004192,0,0.168
E01004193,2,0.004
E01004194,1,0.008
E01004195,0,0.065
E01004196,1,0.002
E01004197,0,0.071
E01004198,0,0.194
E01004199,0,0.218
E01004200,0,0.299
E01004201,3,0.007
E01004202,0,0.057
E01004203,0,0.132
E01004204,0,0.28
E01004205,3,0.019
E01004206,4,0.02
E01004207,0,0.051
E01004208,3,0.047
E01004209,3,0.031
E01004211,0,0.132
E01004212,0,0.11
E01004214,3,0.004
E01004215,3,0.001
E01004216,3,0.001
E01004217,3,0.001
E01004218,3,0.007
E01004219,3,0.005
E01004221,3,0.001
E01004222,3,0.001
E01004223,3,0.001
E01004224,3,0.001
E01004225,3,0.004
E01004226,3,0.017
E01004228,3,0.001
E01004229,3,0.001
E01004230,3,0.001
E01004231,3,0.002
E01004232,3,0.001
E01004233,3,0.001
E01004234,3,0.001
E01004288,3,0.001
E01004289,3,0.006
E01004290,3,0.006
E01004291,3,0.003
E01004235,3,0.012
E01004236,3,0.004
E01004237,3,0.001
E01004238,3,0.002
E01004239,3,0.001
E01004240,3,0.03
E01004241,3,0.001
E01004242,3,0.001
E01004243,3,0.009
E01004244,3,0.001
E01004245,3,0.035
E01004246,3,0.001
E01004247,3,0.001
E01004248,3,0.001
E01004249,0,0.051
E01004250,3,0.001
E01004251,3,0.002
E01004252,3,0.001
E01004253,3,0.001
E01004254,3,0.002
E01004255,3,0.001
E01004256,3,0.048
E01004257,3,0.002
E01004258,3,0.05
E01004259,0,0.059
E01004260,3,0.034
E01004261,3,0.005
E01004262,3,0.002
E01004263,0,0.138
E01004264,3,0.001
E01004266,4,0.027
E01004267,3,0.001
E01004268,3,0.003
E01004269,3,0.001
E01004270,3,0.001
E01004271,3,0.001
E01004272,3,0.004
E01004273,3,0.001
E01004274,3,0.002
E01004275,3,0.001
E01004276,3,0.001
E01004277,4,0.001
E01004280,3,0.002
E01004281,3,0.001
E01004283,3,0.01
E01004284,3,0.001
E01004285,3,0.001
E01004286,3,0.002
E01004287,0,0.1
E01004292,3,0.049
E01004293,2,0.002
E01004294,0,0.167
E01004295,0,0.241
E01004296,0,0.07
E01004297,3,0.002
E01004298,3,0.021
E01004300,3,0.04
E01004301,3,0.012
E01004302,0,0.089
E01004303,3,0.049
E01004304,0,0.4
E01004305,3,0.035
E01004306,4,0.049
E01004307,2,0.001
E01004308,0,0.063
E01004309,0,0.335
E01004310,0,0.248
E01004311,0,0.174
E01004312,0,0.187
E01004313,0,0.27
E01004314,0,0.256
E01004315,0,0.26
E01004316,0,0.122
E01004317,0,0.496
E01004318,0,0.185
E01004319,0,0.305
E01004321,0,0.308
E01004322,0,0.059
E01004323,0,0.364
E01004324,3,0.04
E01004325,0,0.297
E01004326,0,0.289
E01004327,0,0.416
E01004328,0,0.396
E01004329,0,0.495
E01004330,0,0.436
E01004331,0,0.258
E01004332,0,0.34
E01004333,0,0.123
E01004334,0,0.269
E01004335,0,0.187
E01004336,3,0.007
E01004337,3,0.025
E01004338,0,0.161
E01004339,0,0.124
E01004340,0,0.259
E01004341,0,0.203
E01004342,0,0.058
E01004343,0,0.334
E01004344,0,0.251
E01004345,0,0.131
E01004346,0,0.128
E01004347,0,0.144
E01004348,0,0.067
E01004350,0,0.434
E01004351,0,0.361
E01004354,0,0.456
E01004355,0,0.18
E01004356,0,0.378
E01004357,0,0.433
E01004358,0,0.165
E01004359,0,0.154
E01004360,0,0.377
E01004361,0,0.437
E01004362,3,0.003
E01004363,3,0.008
E01004364,0,0.112
E01004365,0,0.499
E01004366,0,0.165
E01004367,0,0.135
E01004368,4,0.04
E01004369,0,0.437
E01004370,0,0.33
E01004371,0,0.301
E01004372,0,0.393
E01004373,0,0.148
E01004374,0,0.329
E01004375,0,0.371
E01004376,0,0.105
E01004377,3,0.049
E01004378,3,0.017
E01004379,0,0.246
E01004380,0,0.058
E01004381,0,0.07
E01004382,0,0.489
E01004383,3,0.012
E01004384,0,0.366
E01004385,0,0.175
E01004386,0,0.363
E01004387,0,0.346
E01004388,0,0.205
E01004389,0,0.229
E01004390,0,0.195
E01004391,3,0.009
E01004392,3,0.042
E01004393,0,0.166
E01004394,3,0.049
E01004395,3,0.026
E01004396,4,0.042
E01004397,0,0.3
E01004398,0,0.149
E01004399,0,0.261
E01004400,0,0.1
E01004401,3,0.002
E01004402,0,0.063
E01004403,0,0.169
E01004404,0,0.211
E01004405,0,0.348
E01004406,0,0.477
E01004407,0,0.161
E01004408,4,0.04
E01004409,0,0.148
E01004410,0,0.232
E01004411,0,0.185
E01004412,0,0.377
E01004413,0,0.248
E01004414,0,0.208
E01004415,0,0.493
E01004416,0,0.42
E01004417,0,0.359
E01004418,0,0.468
E01004419,0,0.332
E01004420,0,0.275
E01004421,0,0.285
E01004422,3,0.002
E01004423,0,0.33
E01004424,0,0.456
E01004425,0,0.185
E01004426,0,0.305
E01004427,3,0.036
E01004428,0,0.181
E01004429,3,0.008
E01004430,3,0.002
E01004432,0,0.218
E01004434,3,0.011
E01004435,0,0.115
E01004436,3,0.008
E01004437,3,0.047
E01004438,3,0.026
E01004439,0,0.287
E01004440,0,0.208
E01004441,0,0.057
E01004442,3,0.015
E01004443,0,0.256
E01004444,0,0.138
E01004445,0,0.078
E01004446,0,0.1
E01004447,0,0.387
E01004448,0,0.086
E01004449,0,0.266
E01004450,0,0.118
E01004451,0,0.163
E01004452,0,0.284
E01004453,0,0.163
E01004454,0,0.205
E01004455,0,0.497
E01004456,0,0.331
E01004457,0,0.247
E01004458,0,0.178
E01004459,0,0.133
E01004460,0,0.146
E01004461,3,0.016
E01004462,0,0.236
E01004463,0,0.209
E01004464,0,0.075
E01004465,0,0.257
E01004466,0,0.202
E01004467,3,0.034
E01004468,3,0.001
E01004469,3,0.005
E01004470,4,0.008
E01004471,3,0.012
E01004472,0,0.353
E01004473,0,0.174
E01004474,0,0.087
E01004475,0,0.265
E01004476,0,0.456
E01004477,0,0.206
E01004478,0,0.095
E01004479,1,0.019
E01004480,0,0.385
E01004481,0,0.077
E01004482,0,0.488
E01004483,0,0.417
E01004484,0,0.065
E01004485,0,0.217
E01004486,0,0.317
E01004487,0,0.285
E01004488,0,0.198
E01004489,0,0.379
E01004490,0,0.407
E01004491,0,0.262
E01004492,0,0.132
E01004493,0,0.161
E01004494,0,0.255
E01004495,0,0.271
E01004496,0,0.063
E01004497,0,0.345
E01004498,0,0.093
E01004499,0,0.434
E01004500,3,0.011
E01004501,0,0.129
E01004502,0,0.238
E01004503,0,0.065
E01004504,0,0.302
E01004505,3,0.001
E01004506,0,0.28
E01004507,0,0.248
E01004508,0,0.369
E01004509,0,0.117
E01004510,0,0.246
E01004511,0,0.098
E01004512,0,0.093
E01004513,0,0.384
E01004514,0,0.262
E01004515,0,0.159
E01004516,0,0.493
E01004517,0,0.24
E01004518,0,0.364
E01004519,0,0.086
E01004520,0,0.147
E01004521,0,0.387
E01004522,0,0.104
E01004523,0,0.159
E01004524,3,0.015
E01004525,1,0.021
E01004526,0,0.453
E01004527,1,0.037
E01004528,2,0.004
E01004529,0,0.125
E01004530,0,0.445
E01004531,1,0.002
E01004532,0,0.2
E01004533,1,0.017
E01004534,0,0.321
E01004535,3,0.015
E01004536,0,0.256
E01004537,3,0.005
E01004538,0,0.092
E01004539,3,0.039
E01004540,0,0.197
E01004541,3,0.028
E01004542,0,0.068
E01004543,0,0.121
E01004544,0,0.135
E01004545,0,0.131
E01004546,0,0.412
E01004547,0,0.242
E01004548,2,0.008
E01004549,0,0.234
E01004550,1,0.025
E01004551,0,0.091
E01004552,0,0.135
E01004553,0,0.297
E01004554,0,0.126
E01004555,1,0.044
E01004556,0,0.151
E01004557,0,0.1
E01004558,1,0.033
E01004559,0,0.051
E01004560,0,0.11
E01004562,3,0.049
E01004563,0,0.13
E01004564,0,0.282
E01004565,0,0.348
E01004566,4,0.005
E01004567,0,0.482
E01004568,3,0.001
E01004569,3,0.001
E01004570,3,0.005
E01004571,3,0.001
E01004572,3,0.001
E01004573,3,0.003
E01004574,3,0.001
E01004575,3,0.02
E01004576,0,0.051
E01004577,4,0.023
E01004579,0,0.196
E01004580,0,0.356
E01004581,0,0.142
E01004582,3,0.033
E01004583,0,0.143
E01004584,0,0.431
E01004585,1,0.029
E01004586,0,0.165
E01004587,0,0.48
E01004588,0,0.332
E01004589,0,0.164
E01004590,0,0.162
E01004591,0,0.153
E01004592,0,0.116
E01004593,0,0.491
E01004594,0,0.231
E01004595,0,0.103
E01004596,0,0.221
E01004597,0,0.055
E01004598,0,0.24
E01004599,0,0.069
E01004600,0,0.138
E01004601,0,0.23
E01004602,0,0.057
E01004604,0,0.424
E01004605,0,0.082
E01004606,0,0.3
E01004607,0,0.458
E01004608,0,0.409
E01004609,0,0.16
E01004610,0,0.297
E01004611,1,0.038
E01004612,1,0.019
E01004613,0,0.13
E01004614,0,0.137
E01004615,0,0.092
E01004616,0,0.432
E01004617,0,0.287
E01004618,0,0.158
E01004619,0,0.366
E01004620,0,0.063
E01004621,0,0.231
E01004622,0,0.434
E01004623,0,0.072
E01004624,0,0.211
E01004625,0,0.495
E01004626,0,0.118
E01004627,0,0.076
E01004628,0,0.147
E01004629,0,0.224
E01004630,3,0.03
E01004631,3,0.003
E01004632,0,0.316
E01004633,0,0.075
E01004634,3,0.011
E01004635,3,0.028
E01004636,3,0.016
E01004637,0,0.083
E01004638,4,0.027
E01004639,0,0.326
E01004640,0,0.279
E01004641,3,0.045
E01004642,3,0.022
E01004643,3,0.006
E01004644,3,0.001
E01004645,3,0.029
E01004646,3,0.003
E01004647,4,0.008
E01004648,3,0.013
E01004649,3,0.017
E01004650,3,0.016
E01004651,0,0.141
E01004652,0,0.127
E01004653,0,0.495
E01004654,0,0.366
E01004656,3,0.017
E01004657,0,0.486
E01004658,0,0.236
E01004659,3,0.008
E01004660,3,0.009
E01004661,0,0.14
E01004662,0,0.106
E01004663,0,0.299
E01004665,0,0.323
E01004666,0,0.409
E01004667,0,0.347
E01004668,0,0.481
E01004669,0,0.122
E01004670,3,0.007
E01004674,0,0.09
E01004675,0,0.133
E01004676,4,0.025
E01004677,0,0.149
E01004678,0,0.22
E01004679,0,0.154
E01004680,0,0.171
E01004681,3,0.031
E01004682,0,0.105
E01004683,4,0.039
E01004684,0,0.271
E01004686,0,0.357
E01004687,0,0.479
E01004688,0,0.119
E01004689,0,0.399
E01004690,0,0.495
E01004691,0,0.083
E01004692,3,0.001
E01004693,0,0.167
E01004694,3,0.001
E01004695,3,0.025
E01004696,0,0.135
E01004697,3,0.016
E01004698,3,0.019
E01004699,0,0.088
E01004700,0,0.232
E01004701,0,0.111
E01004702,0,0.149
E01004703,0,0.113
E01004705,0,0.133
E01004706,3,0.03
E01004707,0,0.149
E01004708,3,0.047
E01004709,3,0.003
E01004710,3,0.003
E01004711,3,0.017
E01004712,0,0.185
E01004713,1,0.023
E01004714,1,0.002
E01004715,0,0.078
E01004716,4,0.034
E01004717,0,0.375
E01004718,0,0.193
E01004719,0,0.197
E01004720,0,0.136
E01004721,0,0.413
E01004722,0,0.331
E01004723,0,0.174
E01004724,4,0.001
E01004725,3,0.006
E01004726,3,0.031
E01004727,3,0.039
E01004728,3,0.028
E01004729,0,0.178
E01004730,3,0.003
E01004731,1,0.002
E01004732,0,0.159
E01004733,0,0.054
E01004734,1,0.002
E01004735,0,0.074
E01004736,1,0.002
E01004737,3,0.009
E01004738,0,0.181
E01004739,0,0.341
E01004740,0,0.289
E01004741,0,0.319
E01004742,0,0.258
E01004743,0,0.223
E01004744,0,0.328
E01004745,3,0.01
E01004746,0,0.278
E01004747,0,0.279
E01004748,0,0.188
E01004749,0,0.11
E01004750,0,0.257
E01004751,0,0.415
E01004752,0,0.161
E01004753,0,0.421
E01004754,0,0.072
E01004755,3,0.03
E01004756,0,0.1
E01004757,3,0.007
E01004760,0,0.428
E01004761,1,0.002
E01004762,1,0.002
E01004763,1,0.002
E01004765,1,0.002
E01032512,3,0.038
E01032513,0,0.064
E01032562,0,0.495
E01032563,0,0.273
E01032564,0,0.431
E01032565,0,0.334
E01032566,0,0.144
E01032567,3,0.032
E01032568,0,0.119
E01032569,0,0.053
E01032572,0,0.337
E01032573,0,0.482
E01032574,0,0.256
E01032575,0,0.36
E01032576,1,0.004
E01032577,1,0.002
E01032579,3,0.001
E01032580,0,0.076
E01032581,0,0.066
E01032582,0,0.195
E01032583,0,0.195
E01032584,0,0.086
E01032637,0,0.471
E01032638,0,0.051
E01032639,0,0.097
E01032640,0,0.226
E01032646,0,0.117
E01032719,3,0.032
E01032720,3,0.001
E01032722,3,0.017
E01032739,0,0.188
E01032740,1,0.002
E01032741,0,0.321
E01032742,1,0.016
E01032743,0,0.111
E01032744,0,0.175
E01032764,3,0.001
E01032765,3,0.002
E01032766,0,0.388
E01032767,0,0.255
E01032768,3,0.011
E01032769,3,0.004
E01032770,3,0.001
E01032771,4,0.001
E01032772,3,0.001
E01032773,0,0.246
E01032774,3,0.001
E01032775,3,0.003
E01032776,3,0.001
E01032777,3,0.009
E01032778,3,0.005
E01032779,3,0.007
E01032780,3,0.004
E01032781,3,0.001
E01032782,0,0.4
E01032783,3,0.001
E01032784,3,0.013
E01032785,3,0.001
E01032786,3,0.001
E01032787,3,0.038
E01032788,0,0.271
E01032789,0,0.083
E01032790,0,0.075
E01032803,0,0.138
E01032805,3,0.008
E01032834,0,0.132
E01033000,0,0.111
E01033081,4,0.025
E01033082,0,0.083
E01033083,0,0.332
E01033084,0,0.431
E01033085,0,0.303
E01033086,0,0.467
E01033030,0,0.118
E01033093,0,0.389
E01033098,3,0.045
E01033099,3,0.027
E01033100,0,0.198
E01033101,0,0.131
E01033132,0,0.111
E01033133,3,0.022
E01033135,0,0.137
E01033146,0,0.497
E01033150,3,0.001
E01033151,0,0.145
E01033153,0,0.357
E01033207,3,0.019
E01033463,1,0.003
E01033464,0,0.306
E01033208,3,0.026
E01033320,0,0.243
E01033322,0,0.412
E01033324,3,0.001
E01033485,0,0.319
E01033486,0,0.236
E01033487,3,0.008
E01033488,3,0.009
E01033489,3,0.047
E01033490,0,0.405
E01033491,3,0.022
E01033492,0,0.26
E01033325,3,0.016
E01033327,3,0.001
E01033341,3,0.007
E01033424,0,0.279
E01033455,0,0.325
E01033456,0,0.444
E01033457,0,0.218
E01033493,0,0.455
E01033494,0,0.144
E01033568,0,0.293
E01033569,0,0.378
E01033570,0,0.253
E01033571,0,0.28
E01033572,3,0.028
E01033604,0,0.164
E01033605,0,0.458
E01033606,0,0.099
E01033607,0,0.107
E01033608,0,0.083
E01033573,3,0.036
E01033574,3,0.016
E01033575,3,0.001
E01033576,3,0.001
E01033577,3,0.001
E01033578,3,0.001
E01033579,3,0.001
E01033580,3,0.003
E01033581,3,0.001
E01033582,3,0.001
E01033583,3,0.001
E01033584,3,0.028
E01033585,0,0.063
E01033586,3,0.001
E01033587,3,0.041
E01033588,3,0.037
E01033589,2,0.023
E01033590,0,0.104
E01033591,0,0.058
E01033592,0,0.406
E01033593,0,0.163
E01033594,0,0.104
E01033595,1,0.002
E01033596,1,0.001
E01033597,0,0.288
E01033598,3,0.024
E01033599,0,0.451
E01033600,0,0.128
E01033601,0,0.275
E01033602,0,0.457
E01033603,0,0.465
E01033708,1,0.003
E01033709,3,0.001
E01033710,3,0.025
E01033711,3,0.026
E01033712,3,0.024
E01033713,3,0.022
E01033698,0,0.384
E01033699,4,0.021
E01033700,0,0.27
E01033701,3,0.048
E01033702,3,0.008
E01033703,3,0.049
E01033704,3,0.023
E01033705,3,0.007
E01033706,0,0.256
E01033707,3,0.03
E01033725,0,0.154
E01033726,0,0.221
E01033727,3,0.017
E01033728,3,0.001
